district,date,temperature,humidity,rainfall,wind_speed,sunlight
Satara,20220316,29.68,24.83,0.0,1.89,25.61
Satara,20220317,29.92,30.99,0.0,1.76,25.16
Satara,20220318,29.41,48.13,0.05,1.64,24.67
Satara,20220319,28.72,53.64,0.4,2.0,23.25
Satara,20220320,27.8,55.02,0.35,2.27,15.21
Satara,20220321,28.28,47.2,0.01,1.66,19.11
Satara,20220322,28.99,40.0,0.02,1.87,19.54
Satara,20220323,29.29,45.86,0.17,2.04,16.04
Satara,20220324,28.83,47.54,0.43,1.91,15.92
Satara,20220325,28.96,51.15,0.38,1.77,15.45
Satara,20220326,28.65,49.32,0.0,2.0,17.01
Satara,20220327,29.14,51.12,0.0,1.89,20.77
Satara,20220328,30.3,47.65,0.0,2.03,24.01
Satara,20220329,30.25,47.3,0.0,2.13,25.44
Satara,20220330,30.34,37.88,0.0,2.17,26.52
Satara,20220331,29.77,34.41,0.0,2.59,27.29
Satara,20220401,29.83,25.3,0.0,2.07,27.64
Satara,20220402,29.92,33.72,0.0,1.81,26.6
Satara,20220403,30.4,40.84,0.0,1.91,23.03
Satara,20220404,29.93,47.32,0.28,1.73,18.77
Satara,20220405,30.37,51.81,0.32,1.53,22.01
Satara,20220406,30.5,51.64,0.37,1.53,21.8
Satara,20220407,31.25,44.05,0.08,1.85,23.92
Satara,20220408,30.83,37.66,3.07,1.5,18.62
Satara,20220409,29.79,50.86,0.93,1.48,20.5
Satara,20220410,28.93,56.83,2.08,1.58,22.17
Satara,20220411,29.9,46.0,0.42,1.61,21.26
Satara,20220412,30.96,40.09,0.0,1.34,20.11
Satara,20220413,30.98,37.52,0.0,1.3,19.18
Satara,20220414,29.69,45.13,0.07,1.9,15.71
Satara,20220415,27.67,58.15,0.27,2.24,19.1
Satara,20220416,29.15,51.75,0.03,2.34,25.48
Satara,20220417,28.99,54.73,0.91,2.05,26.5
Satara,20220418,29.11,54.09,0.01,2.39,25.84
Satara,20220419,26.75,64.05,0.06,1.98,24.87
Satara,20220420,30.01,50.93,0.06,2.22,24.54
Satara,20220421,32.34,34.39,0.04,2.05,20.86
Satara,20220422,31.82,39.51,7.98,2.26,20.99
Satara,20220423,29.15,60.99,2.68,1.69,18.42
Satara,20220424,27.98,58.03,0.48,0.83,11.79
Satara,20220425,29.93,55.49,1.04,2.03,21.94
Satara,20220426,29.79,50.42,0.7,1.27,25.58
Satara,20220427,31.63,34.71,0.01,1.56,25.73
Satara,20220428,31.97,36.33,0.21,2.11,22.15
Satara,20220429,30.83,50.51,0.26,1.85,25.69
Satara,20220430,30.4,47.39,0.02,2.58,26.22
Satara,20220501,29.34,57.06,0.02,2.77,26.71
Satara,20220502,29.04,59.37,0.0,2.85,26.82
Satara,20220503,28.95,61.13,0.0,2.98,26.1
Satara,20220504,29.17,56.63,0.0,2.1,24.76
Satara,20220505,30.21,53.02,0.0,2.89,26.03
Satara,20220506,30.19,54.14,0.0,2.96,25.49
Satara,20220507,30.19,57.08,0.0,3.4,24.93
Satara,20220508,31.29,51.79,0.01,2.72,20.56
Satara,20220509,30.58,54.69,0.01,4.14,21.21
Satara,20220510,28.84,62.46,0.01,4.33,19.44
Satara,20220511,28.97,66.18,0.12,3.88,17.59
Satara,20220512,28.64,67.31,0.35,3.75,15.6
Satara,20220513,27.78,69.01,0.23,3.55,12.67
Satara,20220514,28.6,64.5,0.12,3.82,23.04
Satara,20220515,29.11,62.53,0.01,3.88,24.3
Satara,20220516,30.05,60.24,0.08,3.24,24.43
Satara,20220517,28.74,65.74,0.2,2.67,19.33
Satara,20220518,28.1,66.9,0.06,2.56,14.15
Satara,20220519,28.43,67.5,13.2,2.61,14.45
Satara,20220520,26.48,77.2,10.18,3.05,5.17
Satara,20220521,25.77,78.54,1.4,3.28,19.73
Satara,20220522,26.86,75.02,0.23,4.11,25.29
Satara,20220523,27.64,75.55,0.38,3.91,25.32
Satara,20220524,28.06,72.33,0.24,3.47,24.12
Satara,20220525,28.07,67.9,0.08,3.13,24.7
Satara,20220526,27.52,66.28,0.02,3.32,26.38
Satara,20220527,28.01,64.89,0.04,3.79,26.56
Satara,20220528,28.04,65.33,0.06,3.64,26.47
Satara,20220529,28.23,61.44,0.1,3.85,26.22
Satara,20220530,28.53,60.81,0.01,3.82,26.25
Satara,20220531,28.42,62.72,2.0,3.92,25.12
Satara,20220601,27.98,66.59,3.06,2.43,17.44
Satara,20220602,27.35,69.03,5.32,3.14,22.52
Satara,20220603,27.7,69.56,2.03,3.4,23.19
Satara,20220604,27.71,65.64,0.08,2.9,22.32
Satara,20220605,27.98,67.17,0.94,3.01,23.14
Satara,20220606,27.21,68.73,2.24,2.93,17.07
Satara,20220607,27.54,67.77,0.9,2.95,17.29
Satara,20220608,26.96,73.46,3.19,2.77,21.97
Satara,20220609,26.97,76.91,3.91,2.19,17.75
Satara,20220610,26.56,79.52,16.58,2.93,18.06
Satara,20220611,24.98,84.34,11.98,3.42,16.76
Satara,20220612,25.8,76.92,5.75,3.64,19.57
Satara,20220613,26.1,79.25,6.84,3.19,22.9
Satara,20220614,26.55,71.43,0.87,2.78,23.26
Satara,20220615,26.4,77.55,1.57,3.03,22.49
Satara,20220616,26.06,80.23,6.73,2.93,22.12
Satara,20220617,25.46,76.95,3.87,2.4,20.27
Satara,20220618,24.93,77.23,3.4,2.81,19.42
Satara,20220619,25.56,82.86,13.18,3.99,19.27
Satara,20220620,25.68,82.67,7.97,4.27,17.29
Satara,20220621,25.24,85.67,11.88,4.11,13.7
Satara,20220622,25.56,83.62,4.56,3.01,14.55
Satara,20220623,25.35,77.82,12.8,2.03,17.83
Satara,20220624,24.44,85.75,23.14,3.57,17.49
Satara,20220625,24.59,91.17,55.07,4.67,14.19
Satara,20220626,24.21,91.37,24.14,4.43,13.06
Satara,20220627,24.73,88.92,18.17,4.3,13.53
Satara,20220628,25.07,88.28,15.62,3.66,18.27
Satara,20220629,25.13,89.12,17.84,4.02,18.43
Satara,20220630,24.53,90.09,26.79,3.37,16.36
Satara,20220701,25.05,88.86,24.49,3.95,16.09
Satara,20220702,25.01,88.35,16.16,4.66,16.54
Satara,20220703,24.79,88.43,13.03,4.86,18.91
Satara,20220704,24.19,93.43,42.25,5.09,14.55
Satara,20220705,23.96,93.16,57.06,5.24,12.65
Satara,20220706,24.41,90.98,41.81,5.24,12.0
Satara,20220707,23.97,92.99,38.45,4.99,11.07
Satara,20220708,23.72,94.25,60.04,5.55,8.91
Satara,20220709,23.77,93.49,45.0,5.63,7.27
Satara,20220710,23.27,94.92,44.61,5.38,10.26
Satara,20220711,23.36,95.32,53.99,5.73,9.77
Satara,20220712,23.07,95.08,52.53,5.73,10.04
Satara,20220713,22.78,95.97,60.59,6.5,4.76
Satara,20220714,22.82,95.59,64.3,6.55,8.71
Satara,20220715,23.18,94.61,28.94,6.24,9.72
Satara,20220716,24.01,93.52,26.66,5.97,14.6
Satara,20220717,24.08,93.5,16.22,4.93,16.13
Satara,20220718,23.5,93.45,12.28,4.35,8.15
Satara,20220719,23.95,91.94,10.36,4.2,15.88
Satara,20220720,23.84,91.27,7.56,3.9,18.03
Satara,20220721,23.49,92.67,7.24,3.24,16.52
Satara,20220722,23.18,93.01,7.18,2.87,13.93
Satara,20220723,23.6,92.51,11.81,4.14,10.34
Satara,20220724,23.43,92.85,12.59,4.22,10.39
Satara,20220725,23.58,91.14,7.95,3.55,16.29
Satara,20220726,23.66,90.9,4.31,2.68,10.4
Satara,20220727,24.38,89.04,12.91,1.52,17.92
Satara,20220728,24.76,89.43,12.3,1.67,19.39
Satara,20220729,24.92,89.24,7.0,1.17,20.95
Satara,20220730,24.69,91.56,6.79,2.1,15.4
Satara,20220731,24.45,90.91,3.03,2.19,19.99
Satara,20220801,24.29,90.63,1.94,2.74,17.47
Satara,20220802,24.36,90.52,4.09,2.67,15.54
Satara,20220803,24.24,92.56,20.03,2.73,13.98
Satara,20220804,24.52,91.73,24.79,2.81,17.55
Satara,20220805,23.69,93.99,15.77,2.88,11.27
Satara,20220806,23.78,92.77,48.59,3.81,15.64
Satara,20220807,23.53,95.21,60.46,5.01,13.23
Satara,20220808,23.04,96.16,89.55,5.79,9.78
Satara,20220809,22.97,95.65,62.05,6.36,8.16
Satara,20220810,23.13,95.0,40.73,7.05,13.26
Satara,20220811,23.17,94.92,37.61,6.97,15.45
Satara,20220812,23.42,93.56,25.89,6.71,13.95
Satara,20220813,23.22,93.39,20.6,5.17,14.25
Satara,20220814,22.94,93.05,14.29,4.72,13.06
Satara,20220815,22.39,95.09,17.2,3.94,10.41
Satara,20220816,22.9,93.57,17.67,4.53,12.36
Satara,20220817,23.44,92.98,18.61,4.46,13.48
Satara,20220818,23.26,92.3,12.96,3.91,17.04
Satara,20220819,23.39,92.95,11.52,3.91,14.89
Satara,20220820,23.78,91.82,11.08,4.2,15.31
Satara,20220821,23.39,92.57,9.06,3.97,14.58
Satara,20220822,23.66,92.64,17.81,4.72,15.4
Satara,20220823,23.89,92.42,14.62,4.47,12.51
Satara,20220824,23.67,91.49,7.76,3.75,18.5
Satara,20220825,23.31,92.0,4.1,2.66,18.05
Satara,20220826,23.44,90.87,3.22,2.07,20.0
Satara,20220827,23.12,90.61,1.02,1.93,17.01
Satara,20220828,23.6,89.0,0.3,2.13,21.53
Satara,20220829,24.0,87.23,0.45,1.94,17.71
Satara,20220830,24.58,89.11,1.47,1.7,15.4
Satara,20220831,24.98,91.86,21.52,1.73,17.25
Satara,20220901,25.01,93.76,15.52,1.15,19.57
Satara,20220902,25.83,86.77,6.23,1.28,18.0
Satara,20220903,25.25,88.5,3.01,1.77,21.03
Satara,20220904,24.68,90.34,5.51,1.74,12.42
Satara,20220905,24.21,92.36,5.88,1.65,14.32
Satara,20220906,24.69,88.89,12.64,1.58,16.13
Satara,20220907,24.57,91.19,12.88,1.55,15.91
Satara,20220908,24.19,89.44,21.71,1.09,14.97
Satara,20220909,23.79,92.97,24.12,1.83,14.96
Satara,20220910,23.99,92.26,18.43,1.76,13.83
Satara,20220911,24.43,91.74,22.23,1.45,12.58
Satara,20220912,23.5,94.62,32.43,3.27,10.05
Satara,20220913,23.39,93.73,19.22,4.23,11.94
Satara,20220914,23.71,93.01,15.47,4.25,15.7
Satara,20220915,23.92,93.48,22.14,4.9,14.81
Satara,20220916,23.92,93.26,17.69,4.45,12.42
Satara,20220917,23.82,92.57,10.38,3.27,17.35
Satara,20220918,23.2,92.37,4.92,2.53,19.38
Satara,20220919,22.66,89.35,3.11,2.25,16.59
Satara,20220920,22.11,91.37,1.9,2.12,5.3
Satara,20220921,22.11,91.55,1.05,2.12,14.07
Satara,20220922,22.3,90.57,0.51,2.05,17.28
Satara,20220923,22.51,91.66,6.42,2.46,20.33
Satara,20220924,22.65,91.74,3.96,2.18,18.05
Satara,20220925,23.04,91.36,4.3,1.94,17.73
Satara,20220926,22.49,90.77,1.85,1.65,14.78
Satara,20220927,22.73,90.98,0.37,1.69,18.21
Satara,20220928,23.01,91.12,1.04,1.86,12.6
Satara,20220929,23.58,91.71,2.24,2.18,16.92
Satara,20220930,24.34,90.32,11.37,1.77,19.34
Satara,20221001,24.25,91.3,8.63,2.14,18.64
Satara,20221002,23.63,89.7,5.35,1.85,20.17
Satara,20221003,23.51,89.06,0.59,1.9,20.12
Satara,20221004,24.08,87.53,1.03,1.82,18.33
Satara,20221005,24.14,88.1,1.81,2.12,15.82
Satara,20221006,23.46,89.65,23.68,2.07,10.29
Satara,20221007,23.09,92.72,24.45,3.02,12.06
Satara,20221008,22.95,91.08,1.94,2.25,15.81
Satara,20221009,23.98,85.33,0.03,1.0,18.54
Satara,20221010,24.53,88.94,1.89,1.42,10.92
Satara,20221011,23.77,93.32,11.33,1.42,10.22
Satara,20221012,23.4,95.24,15.3,1.17,8.46
Satara,20221013,24.02,90.96,16.14,1.38,14.18
Satara,20221014,24.14,90.69,23.15,1.37,13.8
Satara,20221015,24.56,86.8,3.2,2.01,13.65
Satara,20221016,24.0,87.04,1.57,2.18,11.04
Satara,20221017,24.74,89.64,15.49,1.97,14.66
Satara,20221018,23.84,91.47,28.63,1.24,11.92
Satara,20221019,24.31,88.33,1.96,0.93,18.17
Satara,20221020,24.35,88.2,1.35,1.17,14.51
Satara,20221021,24.52,88.61,15.42,1.25,11.99
Satara,20221022,23.51,86.29,2.6,2.02,13.7
Satara,20221023,20.87,75.74,0.04,2.72,22.34
Satara,20221024,20.85,72.95,0.0,1.61,21.91
Satara,20221025,20.81,73.62,0.0,1.29,22.08
Satara,20221026,20.64,75.44,0.0,1.78,20.09
Satara,20221027,20.72,73.49,0.0,2.14,21.47
Satara,20221028,20.25,72.63,0.0,1.92,21.76
Satara,20221029,20.27,73.39,0.0,2.51,21.92
Satara,20221030,20.58,74.58,0.0,2.84,21.41
Satara,20221031,20.82,77.5,0.0,2.32,20.2
Satara,20221101,20.75,77.39,0.0,2.02,19.57
Satara,20221102,22.14,79.22,0.0,2.13,18.02
Satara,20221103,21.92,78.17,0.0,2.29,19.86
Satara,20221104,21.59,76.58,0.0,2.33,18.56
Satara,20221105,22.72,77.94,0.0,2.31,19.05
Satara,20221106,21.94,76.3,0.0,2.26,19.53
Satara,20221107,21.51,69.58,0.0,1.94,19.6
Satara,20221108,21.67,73.96,0.0,1.76,18.56
Satara,20221109,21.66,76.33,0.0,1.91,18.85
Satara,20221110,20.07,74.92,0.0,3.09,18.82
Satara,20221111,19.77,77.53,0.0,3.19,18.86
Satara,20221112,20.9,79.2,0.0,3.14,18.77
Satara,20221113,21.44,77.04,0.0,2.56,18.86
Satara,20221114,22.66,81.73,0.0,1.96,16.69
Satara,20221115,21.97,79.64,0.0,1.74,17.8
Satara,20221116,20.31,76.59,0.0,1.84,18.77
Satara,20221117,19.49,74.24,0.0,2.28,18.12
Satara,20221118,19.49,72.95,0.0,2.26,17.94
Satara,20221119,19.04,73.28,0.0,2.53,18.57
Satara,20221120,17.95,72.0,0.0,2.48,19.32
Satara,20221121,18.38,69.73,0.0,1.74,17.34
Satara,20221122,20.72,78.0,0.0,1.84,14.84
Satara,20221123,22.26,81.71,0.0,1.64,15.18
Satara,20221124,23.42,83.15,0.07,1.54,15.2
Satara,20221125,23.62,86.16,0.37,1.6,12.31
Satara,20221126,23.75,84.64,0.44,1.55,13.43
Satara,20221127,22.45,82.75,0.01,1.42,13.3
Satara,20221128,23.14,83.06,0.0,1.07,14.23
Satara,20221129,22.17,78.63,0.0,1.49,16.51
Satara,20221130,21.05,73.5,0.0,1.83,18.0
Satara,20221201,19.95,66.84,0.0,2.17,17.75
Satara,20221202,21.33,71.64,0.0,1.42,14.6
Satara,20221203,22.98,78.43,0.0,1.47,13.71
Satara,20221204,23.57,82.03,0.0,1.39,13.84
Satara,20221205,22.74,81.77,0.0,1.84,14.56
Satara,20221206,21.58,72.41,0.0,2.34,17.13
Satara,20221207,21.18,75.39,0.0,2.02,14.41
Satara,20221208,19.65,74.04,0.0,2.49,15.45
Satara,20221209,18.53,61.9,0.0,2.71,19.04
Satara,20221210,20.44,68.05,0.0,2.11,17.27
Satara,20221211,22.46,80.62,0.13,1.73,10.35
Satara,20221212,23.52,80.55,0.14,2.08,9.09
Satara,20221213,22.51,81.21,0.04,2.75,7.38
Satara,20221214,23.04,80.33,1.01,2.14,14.84
Satara,20221215,23.26,79.58,0.09,1.28,15.52
Satara,20221216,23.99,74.79,0.03,1.96,16.21
Satara,20221217,23.76,74.93,0.0,2.23,14.38
Satara,20221218,23.07,74.29,0.0,2.42,16.83
Satara,20221219,21.33,63.65,0.0,2.3,18.98
Satara,20221220,21.3,59.34,0.0,2.14,18.21
Satara,20221221,21.75,63.67,0.0,2.03,17.66
Satara,20221222,21.94,60.41,0.0,1.93,17.85
Satara,20221223,21.73,64.76,0.0,1.56,17.99
Satara,20221224,21.14,64.88,0.0,1.26,16.88
Satara,20221225,21.31,62.53,0.0,1.34,17.79
Satara,20221226,21.77,70.18,0.0,1.72,17.15
Satara,20221227,23.79,72.91,0.0,1.65,16.3
Satara,20221228,23.65,67.93,0.0,1.85,18.11
Satara,20221229,22.76,62.91,0.0,1.77,17.49
Satara,20221230,22.51,61.83,0.0,1.68,17.04
Satara,20221231,21.57,60.4,0.0,1.57,17.51
Satara,20230101,21.07,58.68,0.0,1.33,17.57
Satara,20230102,21.27,59.29,0.0,2.04,17.01
Satara,20230103,21.4,61.88,0.0,1.7,14.48
Satara,20230104,21.74,64.3,0.0,1.37,14.09
Satara,20230105,22.33,65.93,0.0,2.14,14.67
Satara,20230106,22.47,69.25,0.0,2.86,12.97
Satara,20230107,22.13,68.99,0.0,2.75,11.61
Satara,20230108,21.06,58.3,0.0,2.35,19.24
Satara,20230109,19.99,43.42,0.0,2.42,20.45
Satara,20230110,19.88,40.63,0.0,2.44,19.92
Satara,20230111,20.41,44.16,0.0,1.76,18.95
Satara,20230112,20.45,46.75,0.0,1.44,18.82
Satara,20230113,19.01,52.7,0.0,1.47,19.59
Satara,20230114,19.18,65.7,0.0,1.69,19.35
Satara,20230115,19.98,57.63,0.0,1.68,18.88
Satara,20230116,20.4,56.69,0.0,1.32,19.33
Satara,20230117,20.78,55.7,0.0,1.4,19.97
Satara,20230118,21.41,53.19,0.0,1.28,20.12
Satara,20230119,22.07,49.27,0.0,1.73,19.85
Satara,20230120,21.73,52.98,0.0,1.52,19.41
Satara,20230121,21.16,58.85,0.0,1.36,18.97
Satara,20230122,20.55,62.17,0.0,1.64,19.38
Satara,20230123,20.45,61.14,0.0,1.65,19.44
Satara,20230124,19.86,63.15,0.0,1.66,18.68
Satara,20230125,21.04,63.69,0.0,1.63,15.93
Satara,20230126,22.63,62.51,0.01,1.76,17.14
Satara,20230127,24.23,52.77,0.0,2.1,20.42
Satara,20230128,22.75,49.82,0.0,1.79,20.9
Satara,20230129,23.06,71.46,0.0,1.69,20.32
Satara,20230130,23.21,66.8,0.0,1.61,18.81
Satara,20230131,23.41,53.98,0.0,2.2,15.98
Satara,20230201,24.07,51.21,0.0,2.86,13.56
Satara,20230202,23.84,47.12,0.0,3.04,18.68
Satara,20230203,23.02,34.71,0.0,2.65,20.64
Satara,20230204,23.72,33.01,0.0,1.93,21.28
Satara,20230205,24.36,35.14,0.0,1.68,21.25
Satara,20230206,23.78,36.15,0.0,1.79,20.27
Satara,20230207,23.66,35.66,0.0,1.42,19.66
Satara,20230208,24.63,32.53,0.0,2.13,19.89
Satara,20230209,25.65,27.5,0.0,2.41,20.81
Satara,20230210,25.3,25.68,0.0,2.03,22.61
Satara,20230211,25.39,23.74,0.0,1.94,22.64
Satara,20230212,25.67,22.23,0.0,3.2,23.08
Satara,20230213,25.63,21.57,0.0,3.46,23.65
Satara,20230214,25.63,17.5,0.0,2.82,24.19
Satara,20230215,25.5,16.38,0.0,2.57,24.24
Satara,20230216,25.99,16.74,0.0,2.93,24.19
Satara,20230217,26.67,17.69,0.0,3.04,24.03
Satara,20230218,26.49,18.73,0.0,2.93,23.95
Satara,20230219,26.39,19.33,0.0,2.8,23.3
Satara,20230220,26.25,22.25,0.0,1.77,23.14
Satara,20230221,27.04,24.28,0.0,1.27,23.3
Satara,20230222,26.63,20.79,0.0,1.74,22.48
Satara,20230223,27.05,17.95,0.0,2.13,23.3
Satara,20230224,27.04,15.64,0.0,2.42,23.61
Satara,20230225,26.61,17.94,0.0,2.06,23.1
Satara,20230226,27.3,17.84,0.0,2.08,23.01
Satara,20230227,27.15,22.07,0.0,1.92,22.15
Satara,20230228,26.87,28.77,0.0,1.47,21.51
Satara,20230301,27.11,26.64,0.0,1.49,22.25
Satara,20230302,27.82,25.66,0.0,2.29,22.08
Satara,20230303,27.87,24.77,0.0,2.27,20.75
Satara,20230304,28.36,25.97,0.0,1.94,19.91
Satara,20230305,27.86,27.09,0.01,1.52,20.43
Satara,20230306,28.13,27.58,0.45,1.81,20.56
Satara,20230307,27.85,28.18,0.16,2.27,20.12
Satara,20230308,27.92,25.7,0.0,2.33,21.54
Satara,20230309,27.81,27.03,0.0,2.44,19.76
Satara,20230310,28.03,26.77,0.0,1.77,20.3
Satara,20230311,29.22,26.71,0.0,2.24,18.79
Satara,20230312,29.56,27.81,0.0,2.56,18.29
Satara,20230313,28.68,30.18,0.0,1.71,17.96
Satara,20230314,28.97,33.88,0.02,1.47,20.41
Satara,20230315,27.61,34.92,1.19,1.45,17.53
Satara,20230316,26.99,49.09,3.02,1.53,14.91
Satara,20230317,26.31,55.75,0.84,1.55,16.79
Satara,20230318,25.85,55.57,0.31,2.19,18.61
Satara,20230319,23.89,57.51,0.06,2.32,24.32
Satara,20230320,23.36,60.7,0.01,2.41,25.73
Satara,20230321,24.43,59.26,0.17,2.56,21.86
Satara,20230322,24.79,56.09,0.01,2.54,25.65
Satara,20230323,24.41,55.63,0.0,2.9,25.8
Satara,20230324,25.84,55.63,0.0,2.7,25.29
Satara,20230325,25.33,47.27,0.0,2.37,25.82
Satara,20230326,24.98,45.23,0.0,2.46,26.72
Satara,20230327,25.11,53.59,0.0,2.28,27.05
Satara,20230328,25.88,54.6,0.0,2.09,26.31
Satara,20230329,25.87,53.21,0.0,2.28,26.93
Satara,20230330,25.07,59.28,0.0,2.32,27.59
Satara,20230331,25.25,61.38,0.0,2.5,25.93
Satara,20230401,25.75,46.88,0.0,2.43,27.77
Satara,20230402,25.29,58.73,0.0,2.51,27.41
Satara,20230403,25.46,56.51,0.0,2.27,27.34
Satara,20230404,26.83,56.17,0.0,2.28,24.9
Satara,20230405,28.46,47.53,0.22,2.18,23.21
Satara,20230406,29.53,40.76,0.2,1.87,22.17
Satara,20230407,29.47,42.93,3.59,1.68,19.36
Satara,20230408,29.42,48.46,1.39,2.2,16.86
Satara,20230409,30.78,44.31,0.38,1.81,22.54
Satara,20230410,30.88,41.2,0.07,2.29,25.58
Satara,20230411,30.94,39.37,0.0,1.73,24.19
Satara,20230412,30.69,38.18,0.0,1.6,24.27
Satara,20230413,31.6,33.56,0.07,1.83,19.33
Satara,20230414,30.29,41.11,3.6,1.77,15.67
Satara,20230415,29.19,49.98,3.41,2.15,21.31
Satara,20230416,29.88,48.05,3.26,1.53,22.66
Satara,20230417,29.97,44.44,0.08,1.53,23.48
Satara,20230418,32.22,38.04,0.04,1.57,23.76
Satara,20230419,31.74,39.24,0.38,1.96,22.55
Satara,20230420,29.79,46.48,2.35,2.23,21.2
Satara,20230421,28.8,45.11,0.01,2.33,24.06
Satara,20230422,27.34,51.32,0.0,2.75,27.77
Satara,20230423,27.66,53.69,0.0,2.72,27.39
Satara,20230424,29.29,45.54,0.0,2.04,26.8
Satara,20230425,28.85,50.11,0.0,2.36,24.63
Satara,20230426,27.96,57.48,0.05,2.56,24.06
Satara,20230427,28.6,54.74,0.6,2.14,22.27
Satara,20230428,28.8,54.62,1.1,1.99,18.92
Satara,20230429,28.48,56.44,1.12,2.38,17.59
Satara,20230430,27.58,51.64,0.0,2.6,24.25
Satara,20230501,27.43,52.37,0.0,2.64,27.2
Satara,20230502,27.2,50.45,0.01,2.48,23.97
Satara,20230503,27.42,60.93,0.15,2.77,22.04
Satara,20230504,27.9,56.27,0.01,2.58,21.55
Satara,20230505,28.05,55.34,0.0,2.61,23.58
Satara,20230506,28.71,56.47,0.01,2.53,21.43
Satara,20230507,27.81,62.35,2.43,2.41,18.37
Satara,20230508,28.48,65.08,4.39,1.51,15.96
Satara,20230509,29.69,62.62,3.85,1.86,15.3
Satara,20230510,30.68,58.82,1.96,1.61,23.09
Satara,20230511,30.8,55.71,0.06,1.49,22.79
Satara,20230512,30.55,56.02,0.1,2.52,25.13
Satara,20230513,29.93,59.59,0.07,2.97,25.64
Satara,20230514,29.4,57.18,0.01,3.16,27.09
Satara,20230515,28.8,59.21,0.0,3.06,28.2
Satara,20230516,28.77,61.48,0.0,3.04,28.33
Satara,20230517,30.11,55.98,0.0,2.87,28.01
Satara,20230518,30.7,50.79,0.0,2.81,26.0
Satara,20230519,30.9,48.59,0.0,2.89,24.8
Satara,20230520,29.92,55.65,0.0,2.93,26.17
Satara,20230521,30.28,55.65,0.11,3.12,25.37
Satara,20230522,30.85,50.46,1.64,2.98,25.62
Satara,20230523,30.95,45.57,0.14,2.14,22.01
Satara,20230524,29.19,52.68,0.02,2.73,24.05
Satara,20230525,28.75,59.15,0.16,3.64,24.91
Satara,20230526,28.53,62.46,0.8,3.59,26.58
Satara,20230527,28.41,60.81,0.09,3.59,27.3
Satara,20230528,29.35,59.01,0.66,3.65,25.57
Satara,20230529,30.63,55.81,3.25,2.77,25.15
Satara,20230530,29.46,57.98,2.56,2.34,21.16
Satara,20230531,30.16,58.17,0.98,2.24,23.99
Satara,20230601,29.51,61.96,3.05,2.76,23.98
Satara,20230602,28.83,61.84,0.66,3.24,26.96
Satara,20230603,28.74,64.86,0.67,3.46,26.86
Satara,20230604,28.4,69.28,2.31,3.08,22.58
Satara,20230605,27.72,71.37,3.53,2.73,25.81
Satara,20230606,29.0,66.18,0.13,3.06,25.72
Satara,20230607,29.15,66.02,0.2,3.48,25.04
Satara,20230608,28.94,67.54,1.04,2.67,24.54
Satara,20230609,28.44,70.91,2.27,3.3,24.3
Satara,20230610,27.54,74.51,3.98,4.45,23.85
Satara,20230611,27.8,70.79,1.03,5.1,22.46
Satara,20230612,27.74,70.35,3.86,5.2,25.26
Satara,20230613,27.38,73.9,2.97,4.84,23.96
Satara,20230614,27.24,75.19,7.75,4.59,23.11
Satara,20230615,27.36,76.31,1.96,4.42,24.21
Satara,20230616,27.46,76.74,1.45,4.92,22.15
Satara,20230617,27.06,78.97,1.11,4.47,20.07
Satara,20230618,27.56,75.24,0.83,4.29,21.57
Satara,20230619,27.26,76.02,0.27,3.5,22.72
Satara,20230620,27.67,75.03,0.47,3.55,24.3
Satara,20230621,27.15,77.05,1.73,3.39,21.42
Satara,20230622,27.07,76.14,3.4,3.27,22.72
Satara,20230623,26.27,78.14,2.09,3.51,20.15
Satara,20230624,25.8,83.66,42.1,3.59,10.9
Satara,20230625,25.9,82.2,36.68,3.56,12.42
Satara,20230626,24.83,87.6,66.23,4.2,17.08
Satara,20230627,23.37,88.79,45.23,3.8,14.93
Satara,20230628,23.62,90.83,28.48,4.53,14.08
Satara,20230629,24.12,86.96,19.08,3.75,13.04
Satara,20230630,24.34,90.49,42.48,4.6,13.05
Satara,20230701,24.36,90.86,28.9,4.28,14.46
Satara,20230702,25.06,90.06,21.68,4.8,16.04
Satara,20230703,25.29,92.93,28.05,4.56,14.95
Satara,20230704,25.04,92.31,20.83,4.47,15.54
Satara,20230705,24.46,91.69,16.67,4.68,15.55
Satara,20230706,23.9,94.6,52.51,5.5,12.92
Satara,20230707,24.32,92.54,45.37,5.94,13.13
Satara,20230708,24.48,91.02,24.18,5.72,14.9
Satara,20230709,24.23,92.28,7.31,4.64,16.8
Satara,20230710,24.42,91.09,5.01,3.72,16.7
Satara,20230711,24.13,92.24,3.85,3.22,15.37
Satara,20230712,24.58,90.55,5.38,3.15,13.17
Satara,20230713,24.39,90.71,13.78,3.38,18.59
Satara,20230714,24.61,91.56,23.55,4.36,15.05
Satara,20230715,24.59,90.66,9.31,3.86,15.66
Satara,20230716,24.63,92.47,14.7,4.01,14.13
Satara,20230717,24.34,93.11,29.99,4.55,9.7
Satara,20230718,24.3,94.2,73.34,5.99,8.02
Satara,20230719,23.8,95.12,84.39,5.7,7.57
Satara,20230720,23.41,94.92,55.13,5.49,13.23
Satara,20230721,22.87,94.27,41.06,4.18,10.51
Satara,20230722,23.54,94.95,38.57,4.92,9.8
Satara,20230723,24.07,94.03,51.43,5.93,11.86
Satara,20230724,24.21,94.34,48.61,5.6,13.02
Satara,20230725,23.66,95.49,47.38,4.68,7.06
Satara,20230726,23.88,95.88,70.68,5.21,12.89
Satara,20230727,23.58,95.71,56.66,5.53,6.05
