district,date,temperature,humidity,rainfall,wind_speed,sunlight
Pune,20190101,19.42,26.85,0.0,1.86,18.28
Pune,20190102,20.31,29.01,0.0,1.13,18.06
Pune,20190103,20.83,31.66,0.0,1.22,18.36
Pune,20190104,20.67,30.66,0.0,1.44,18.31
Pune,20190105,20.4,38.25,0.0,1.66,17.92
Pune,20190106,19.43,38.53,0.0,1.48,17.92
Pune,20190107,18.93,33.15,0.0,2.7,18.12
Pune,20190108,18.97,28.1,0.0,2.14,18.38
Pune,20190109,19.56,30.5,0.0,1.32,18.65
Pune,20190110,19.69,29.95,0.0,1.84,18.06
Pune,20190111,19.82,36.49,0.0,1.64,17.64
Pune,20190112,20.33,36.78,0.0,1.57,17.74
Pune,20190113,19.48,40.7,0.0,1.45,17.91
Pune,20190114,20.07,41.09,0.0,2.37,17.18
Pune,20190115,20.91,38.8,0.0,2.49,17.39
Pune,20190116,21.69,43.06,0.0,1.73,17.03
Pune,20190117,21.65,36.0,0.0,1.56,17.37
Pune,20190118,21.6,32.27,0.0,1.48,18.04
Pune,20190119,21.74,31.33,0.0,2.03,17.83
Pune,20190120,22.44,32.48,0.0,1.69,17.98
Pune,20190121,20.6,45.73,0.0,2.23,18.87
Pune,20190122,18.81,69.84,0.0,1.74,18.88
Pune,20190123,18.73,68.19,0.0,1.7,19.06
Pune,20190124,18.33,47.82,0.0,1.94,20.37
Pune,20190125,17.29,38.74,0.0,1.88,20.45
Pune,20190126,18.06,41.05,0.0,1.98,18.2
Pune,20190127,19.6,58.5,0.0,3.2,17.13
Pune,20190128,18.49,38.34,0.0,3.36,18.42
Pune,20190129,18.09,25.56,0.0,3.19,18.54
Pune,20190130,19.11,25.3,0.0,1.86,20.25
Pune,20190131,20.58,32.72,0.0,1.29,19.73
Pune,20190201,21.1,42.88,0.0,1.7,19.22
Pune,20190202,21.51,43.26,0.0,1.78,18.14
Pune,20190203,22.89,43.35,0.0,1.84,16.94
Pune,20190204,23.38,40.92,0.0,2.78,18.7
Pune,20190205,23.26,44.95,0.0,1.41,19.1
Pune,20190206,22.26,48.4,0.0,2.23,19.64
Pune,20190207,18.46,62.65,0.0,2.68,21.32
Pune,20190208,16.73,55.37,0.0,2.46,22.96
Pune,20190209,17.26,30.71,0.0,2.23,23.29
Pune,20190210,20.07,22.67,0.0,2.89,22.37
Pune,20190211,22.37,28.83,0.0,1.4,21.19
Pune,20190212,25.23,39.24,0.0,1.55,17.34
Pune,20190213,26.05,40.27,0.0,1.36,18.82
Pune,20190214,24.9,39.92,0.0,2.11,19.93
Pune,20190215,22.79,44.66,0.0,2.34,22.13
Pune,20190216,21.47,38.73,0.0,1.65,23.41
Pune,20190217,21.65,29.74,0.0,1.68,22.61
Pune,20190218,23.18,27.99,0.0,1.6,21.51
Pune,20190219,24.99,28.22,0.0,1.58,22.17
Pune,20190220,25.2,34.08,0.0,2.5,21.55
Pune,20190221,25.94,50.63,0.0,2.01,20.61
Pune,20190222,27.49,37.91,0.0,1.49,19.25
Pune,20190223,27.69,30.62,0.0,2.32,21.83
Pune,20190224,26.29,23.18,0.0,2.39,22.82
Pune,20190225,25.24,26.87,0.0,2.21,23.88
Pune,20190226,23.19,33.45,0.0,2.79,22.8
Pune,20190227,21.57,47.79,0.0,2.69,23.05
Pune,20190228,21.67,43.68,0.0,1.39,24.57
Pune,20190301,22.93,26.05,0.0,1.33,24.2
Pune,20190302,24.84,34.71,0.0,2.59,23.74
Pune,20190303,23.59,59.28,0.0,2.14,24.09
Pune,20190304,23.34,64.13,0.0,2.94,23.73
Pune,20190305,23.14,59.49,0.0,2.71,23.53
Pune,20190306,21.93,55.2,0.0,2.39,24.14
Pune,20190307,22.96,40.9,0.0,2.03,25.27
Pune,20190308,25.47,27.08,0.0,2.26,24.03
Pune,20190309,25.9,29.82,0.0,2.28,24.57
Pune,20190310,25.84,30.31,0.0,2.36,24.95
Pune,20190311,25.07,38.21,0.0,2.45,24.91
Pune,20190312,25.36,39.24,0.0,1.94,24.39
Pune,20190313,24.67,43.19,0.0,2.75,23.29
Pune,20190314,24.76,39.89,0.0,2.68,23.44
Pune,20190315,26.18,24.12,0.0,2.06,24.87
Pune,20190316,27.29,22.85,0.0,2.06,25.16
Pune,20190317,26.5,24.75,0.0,2.34,25.4
Pune,20190318,26.51,25.89,0.0,2.36,25.08
Pune,20190319,26.75,25.72,0.0,2.3,25.96
Pune,20190320,26.32,31.9,0.0,2.37,25.42
Pune,20190321,25.55,41.53,0.0,2.27,25.69
Pune,20190322,26.2,29.97,0.0,2.06,26.32
Pune,20190323,28.21,21.9,0.0,1.89,25.81
Pune,20190324,29.21,18.41,0.0,1.84,25.46
Pune,20190325,30.6,20.81,0.0,2.14,23.4
Pune,20190326,30.25,21.44,0.0,2.06,25.28
Pune,20190327,29.25,29.66,0.0,1.64,25.62
Pune,20190328,29.34,22.37,0.0,1.67,25.95
Pune,20190329,29.84,27.78,0.0,1.77,25.98
Pune,20190330,29.79,32.82,0.0,2.25,24.69
Pune,20190331,28.66,42.91,0.0,2.56,24.77
Pune,20190401,27.65,39.64,0.0,2.58,26.7
Pune,20190402,28.38,38.44,0.0,1.94,27.51
Pune,20190403,29.5,38.82,0.0,1.99,26.48
Pune,20190404,30.08,33.83,0.01,2.34,24.94
Pune,20190405,28.91,48.97,0.0,2.3,25.27
Pune,20190406,29.19,40.66,0.0,2.65,26.07
Pune,20190407,28.86,39.22,0.0,2.55,26.55
Pune,20190408,29.34,39.3,0.0,2.68,27.01
Pune,20190409,28.53,39.51,0.0,2.87,26.92
Pune,20190410,29.29,30.94,0.0,2.48,27.37
Pune,20190411,29.69,37.09,0.0,2.33,27.08
Pune,20190412,29.99,39.81,0.02,2.34,26.09
Pune,20190413,31.46,28.87,0.02,1.93,24.46
Pune,20190414,31.31,33.63,0.78,1.66,22.8
Pune,20190415,29.86,36.61,1.17,2.24,23.83
Pune,20190416,28.16,51.31,0.6,2.88,22.32
Pune,20190417,26.22,48.69,0.0,3.01,27.19
Pune,20190418,26.1,39.01,0.0,2.39,28.57
Pune,20190419,27.63,46.72,0.0,2.6,26.53
Pune,20190420,27.96,40.35,0.0,2.61,28.17
Pune,20190421,27.89,47.02,0.0,2.87,28.1
Pune,20190422,28.28,39.08,0.0,2.75,28.54
Pune,20190423,29.49,37.35,0.0,2.33,27.17
Pune,20190424,31.05,33.89,0.0,2.24,26.29
Pune,20190425,31.65,39.06,0.0,2.11,25.52
Pune,20190426,33.03,31.62,0.0,2.57,25.82
Pune,20190427,33.59,32.96,0.0,2.29,23.44
Pune,20190428,33.52,27.23,0.0,2.76,24.23
Pune,20190429,31.15,39.9,0.0,3.0,23.85
Pune,20190430,30.01,38.14,0.0,3.18,25.22
Pune,20190501,27.52,52.89,0.0,3.61,25.49
Pune,20190502,26.92,51.79,0.0,3.35,26.91
Pune,20190503,26.44,55.73,0.0,3.37,27.47
Pune,20190504,26.85,60.49,0.0,3.45,26.69
Pune,20190505,27.69,55.5,0.0,3.24,27.09
Pune,20190506,28.79,52.18,0.0,2.7,26.93
Pune,20190507,28.44,54.3,0.0,3.26,26.81
Pune,20190508,27.95,59.73,0.0,3.81,25.69
Pune,20190509,27.49,56.54,0.0,3.83,26.7
Pune,20190510,27.57,55.08,0.0,3.65,28.13
Pune,20190511,28.44,53.34,0.0,3.45,28.09
Pune,20190512,29.1,53.75,0.0,3.29,27.85
Pune,20190513,29.19,51.96,0.0,3.57,27.83
Pune,20190514,28.69,50.78,0.0,3.33,28.73
Pune,20190515,28.63,49.47,0.0,3.19,28.59
Pune,20190516,28.53,49.32,0.13,2.91,28.42
Pune,20190517,28.97,48.47,0.0,3.23,27.73
Pune,20190518,30.13,41.4,0.0,3.25,27.47
Pune,20190519,31.25,32.33,0.0,3.29,27.76
Pune,20190520,31.54,34.77,0.0,3.05,27.83
Pune,20190521,30.52,50.67,0.0,3.23,26.21
Pune,20190522,30.31,54.29,0.0,3.32,26.73
Pune,20190523,29.59,55.05,0.0,3.6,27.46
Pune,20190524,29.47,55.67,0.0,3.3,27.11
Pune,20190525,29.26,54.54,0.0,3.34,26.13
Pune,20190526,29.24,50.61,0.0,3.41,27.48
Pune,20190527,29.51,52.62,0.0,3.37,25.98
Pune,20190528,30.21,52.63,0.0,3.86,27.28
Pune,20190529,30.09,52.51,0.0,3.81,26.97
Pune,20190530,29.7,56.49,0.0,3.99,26.98
Pune,20190531,30.05,55.38,0.0,3.89,26.41
Pune,20190601,30.07,55.02,0.0,3.74,25.18
Pune,20190602,30.43,57.14,0.0,3.98,26.18
Pune,20190603,27.52,64.48,0.01,3.33,22.98
Pune,20190604,29.34,59.15,0.02,4.07,21.78
Pune,20190605,30.2,54.83,0.06,3.36,24.19
Pune,20190606,29.92,51.96,0.03,3.74,18.88
Pune,20190607,30.17,53.86,0.19,3.44,22.88
Pune,20190608,28.62,61.15,0.95,2.31,22.34
Pune,20190609,28.09,66.67,5.27,1.98,20.21
Pune,20190610,27.62,75.41,14.23,1.7,20.36
Pune,20190611,27.29,77.03,10.93,2.43,20.94
Pune,20190612,26.4,76.7,6.89,5.65,11.22
Pune,20190613,25.95,73.65,5.97,5.73,18.44
Pune,20190614,25.68,75.32,12.72,4.71,19.7
Pune,20190615,26.07,76.76,12.67,4.65,16.78
Pune,20190616,26.67,76.85,2.54,4.14,20.98
Pune,20190617,26.37,76.99,2.08,4.48,19.38
Pune,20190618,26.16,77.38,5.26,4.87,17.88
Pune,20190619,26.1,79.27,7.58,4.1,13.25
Pune,20190620,26.35,76.93,1.46,3.76,21.23
Pune,20190621,26.91,72.29,0.04,3.25,21.77
Pune,20190622,26.54,73.82,0.86,2.62,19.15
Pune,20190623,25.44,79.97,3.21,2.66,15.02
Pune,20190624,24.59,82.4,6.64,2.43,13.7
Pune,20190625,26.29,78.84,4.66,2.73,19.22
Pune,20190626,26.02,82.16,9.6,2.48,18.37
Pune,20190627,24.98,87.12,58.54,3.75,13.72
Pune,20190628,23.65,90.76,106.74,5.1,3.9
Pune,20190629,23.5,92.59,39.67,4.61,7.99
Pune,20190630,24.25,89.69,38.02,4.16,8.86
Pune,20190701,23.83,90.95,55.88,3.82,6.24
Pune,20190702,24.35,88.49,32.6,4.03,11.2
Pune,20190703,23.89,89.78,12.79,3.53,11.09
Pune,20190704,23.0,83.28,4.47,3.79,13.28
Pune,20190705,24.3,91.46,35.31,5.35,9.07
Pune,20190706,24.22,93.07,63.1,6.38,7.38
Pune,20190707,24.12,93.98,45.42,5.78,12.0
Pune,20190708,24.65,91.54,39.66,5.62,4.96
Pune,20190709,24.73,92.66,29.36,5.55,11.93
Pune,20190710,24.71,92.06,30.98,5.73,7.03
Pune,20190711,24.13,93.71,36.32,5.36,10.55
Pune,20190712,24.65,89.44,5.46,4.53,16.38
Pune,20190713,24.51,90.72,7.02,4.25,16.28
Pune,20190714,24.3,92.21,11.35,4.55,15.59
Pune,20190715,24.44,89.7,8.54,4.08,15.06
Pune,20190716,24.01,91.42,7.85,4.18,15.13
Pune,20190717,24.01,89.81,2.4,3.39,16.1
Pune,20190718,24.4,87.72,3.7,2.67,18.3
Pune,20190719,24.92,87.21,14.57,1.62,21.45
Pune,20190720,25.37,86.02,17.59,0.86,13.45
Pune,20190721,25.12,88.37,11.95,1.6,18.02
Pune,20190722,24.64,92.83,12.63,2.76,20.23
Pune,20190723,24.8,90.22,10.95,2.8,15.45
Pune,20190724,24.04,93.84,41.9,4.44,9.88
Pune,20190725,24.19,93.44,24.46,4.77,7.58
Pune,20190726,23.81,94.15,72.45,5.3,6.48
Pune,20190727,23.4,95.4,62.85,6.18,4.6
Pune,20190728,23.52,94.3,26.8,5.97,8.39
Pune,20190729,23.28,95.47,55.34,5.82,4.3
Pune,20190730,22.96,95.31,46.2,5.87,5.34
Pune,20190731,23.15,94.78,32.18,5.71,8.71
Pune,20190801,23.53,92.75,36.67,6.22,9.88
Pune,20190802,23.27,93.85,52.34,6.57,7.78
Pune,20190803,23.39,96.03,71.94,6.4,5.93
Pune,20190804,23.38,96.42,103.69,6.0,4.81
Pune,20190805,23.6,95.23,39.84,6.48,6.14
Pune,20190806,23.51,95.25,27.76,6.49,7.34
Pune,20190807,23.44,95.89,32.7,6.29,5.98
Pune,20190808,23.25,95.08,22.64,6.57,7.46
Pune,20190809,23.12,95.84,24.63,6.54,8.0
Pune,20190810,23.26,93.32,22.81,6.72,8.8
Pune,20190811,23.04,92.25,15.0,5.23,10.56
Pune,20190812,23.17,92.78,7.28,3.76,12.13
Pune,20190813,23.83,92.28,7.85,4.1,10.6
Pune,20190814,23.42,94.52,6.7,3.31,11.97
Pune,20190815,23.92,92.04,7.41,4.29,12.35
Pune,20190816,23.9,90.95,7.02,4.37,14.0
Pune,20190817,23.58,90.36,2.41,3.43,16.34
Pune,20190818,23.44,90.57,2.53,2.98,13.43
Pune,20190819,23.43,90.68,1.6,2.51,18.0
Pune,20190820,23.32,90.58,2.02,2.42,17.4
Pune,20190821,23.43,90.29,9.44,2.98,14.11
Pune,20190822,23.27,90.11,7.53,2.7,15.75
Pune,20190823,23.09,90.69,5.2,2.49,17.43
Pune,20190824,23.35,90.0,5.24,2.98,18.76
Pune,20190825,22.59,89.84,3.43,2.57,17.12
Pune,20190826,22.48,90.36,1.69,2.8,16.83
Pune,20190827,22.83,90.07,3.28,2.94,16.25
Pune,20190828,23.67,89.11,1.47,2.57,18.81
Pune,20190829,24.12,89.43,8.11,2.39,20.56
Pune,20190830,24.02,90.72,17.11,3.13,10.58
Pune,20190831,23.7,93.52,23.48,3.62,7.96
Pune,20190901,23.47,92.9,15.58,3.44,7.92
Pune,20190902,24.03,91.87,21.02,3.98,12.69
Pune,20190903,23.24,93.01,55.34,4.24,9.26
Pune,20190904,23.11,95.22,67.23,3.92,6.17
Pune,20190905,23.52,95.25,45.24,4.63,8.95
Pune,20190906,23.3,94.45,38.78,4.97,7.71
Pune,20190907,23.28,94.21,54.96,5.02,7.85
Pune,20190908,23.36,93.83,27.33,4.7,8.93
Pune,20190909,23.62,93.73,23.5,4.51,9.19
Pune,20190910,23.73,92.94,16.41,4.23,9.57
Pune,20190911,23.21,93.2,9.0,4.02,9.68
Pune,20190912,22.88,94.16,15.07,3.55,9.81
Pune,20190913,23.53,93.34,30.05,4.1,11.54
Pune,20190914,23.75,92.79,32.87,3.62,14.03
Pune,20190915,23.27,91.6,10.27,2.53,10.16
Pune,20190916,22.98,92.03,9.09,2.96,10.27
Pune,20190917,23.48,92.45,14.08,2.8,8.45
Pune,20190918,24.17,92.64,15.29,1.86,9.61
Pune,20190919,24.37,90.66,22.14,1.26,11.29
Pune,20190920,22.93,93.09,11.58,3.93,12.55
Pune,20190921,23.18,90.46,6.57,2.32,16.61
Pune,20190922,24.09,91.21,2.8,2.13,18.12
Pune,20190923,24.13,88.86,16.22,1.54,20.08
Pune,20190924,24.09,91.89,38.27,1.21,15.01
Pune,20190925,24.01,92.25,45.5,1.95,12.98
Pune,20190926,23.0,96.08,30.25,2.69,14.65
Pune,20190927,22.7,92.39,2.52,2.8,13.55
Pune,20190928,22.99,91.65,1.26,2.26,15.74
Pune,20190929,22.76,91.86,0.77,2.05,19.21
Pune,20190930,23.14,91.9,1.74,1.89,20.01
Pune,20191001,23.16,89.54,0.6,1.79,20.72
Pune,20191002,23.49,86.29,0.16,1.33,22.49
Pune,20191003,24.09,86.41,1.74,1.11,19.12
Pune,20191004,23.66,88.65,15.37,1.0,16.33
Pune,20191005,23.77,85.97,16.83,0.71,19.37
Pune,20191006,23.36,86.26,6.29,0.84,19.02
Pune,20191007,23.65,87.82,6.71,0.97,19.17
Pune,20191008,24.17,86.06,11.69,1.59,18.57
Pune,20191009,24.09,85.57,12.94,1.77,15.86
Pune,20191010,24.0,83.86,6.18,1.38,16.36
Pune,20191011,23.8,83.88,2.72,0.97,18.29
Pune,20191012,23.72,86.56,4.54,1.14,18.8
Pune,20191013,23.31,91.23,5.39,1.45,16.59
Pune,20191014,24.04,85.25,0.2,2.09,18.94
Pune,20191015,22.96,81.11,0.0,2.52,19.79
Pune,20191016,21.81,81.22,0.0,2.55,19.95
Pune,20191017,22.77,85.9,0.03,2.36,18.4
Pune,20191018,22.57,87.77,1.94,2.22,8.09
Pune,20191019,21.64,94.09,31.91,2.75,6.28
Pune,20191020,21.85,92.83,18.34,2.5,7.06
Pune,20191021,22.03,93.52,19.05,2.04,16.33
Pune,20191022,22.43,94.77,17.93,1.58,13.32
Pune,20191023,22.47,91.61,14.99,1.41,9.4
Pune,20191024,22.24,94.72,8.63,1.64,8.53
Pune,20191025,22.27,93.27,4.57,3.83,8.0
Pune,20191026,22.6,91.21,1.45,3.25,7.94
Pune,20191027,21.73,84.27,1.07,1.71,16.88
Pune,20191028,22.43,87.28,2.61,1.51,18.93
Pune,20191029,23.91,88.61,1.05,1.35,18.52
Pune,20191030,23.72,88.86,2.7,2.13,18.72
Pune,20191031,22.47,89.88,0.74,2.82,11.84
Pune,20191101,22.21,94.12,9.99,2.77,11.51
Pune,20191102,22.3,87.65,5.98,1.48,17.76
Pune,20191103,22.78,87.49,8.22,1.17,18.03
Pune,20191104,23.14,88.93,12.55,1.25,15.82
Pune,20191105,23.14,84.3,2.59,1.2,17.47
Pune,20191106,22.94,83.22,1.87,1.07,16.3
Pune,20191107,22.21,90.48,0.84,1.51,16.82
Pune,20191108,21.57,89.69,2.72,1.52,18.72
Pune,20191109,21.85,81.81,0.63,0.64,20.07
Pune,20191110,22.03,82.16,0.0,1.05,19.95
Pune,20191111,22.07,80.31,0.0,1.41,17.99
Pune,20191112,21.91,83.02,0.0,1.85,15.85
Pune,20191113,21.05,84.36,0.0,2.32,16.5
Pune,20191114,20.58,83.02,0.01,2.19,17.67
Pune,20191115,22.08,83.81,0.0,1.53,15.53
Pune,20191116,22.2,86.3,0.0,1.85,16.6
Pune,20191117,21.72,85.24,0.0,2.22,16.58
Pune,20191118,20.65,83.1,0.0,2.28,17.66
Pune,20191119,19.87,80.03,0.0,2.15,16.97
Pune,20191120,20.82,78.97,0.0,1.74,15.08
Pune,20191121,21.5,84.07,0.0,2.04,14.63
Pune,20191122,20.97,81.23,0.0,2.0,15.79
Pune,20191123,20.23,79.5,0.0,2.07,17.27
Pune,20191124,19.31,79.71,0.0,2.17,17.36
Pune,20191125,19.77,79.03,0.0,2.06,17.51
Pune,20191126,19.95,78.98,0.0,2.16,17.5
Pune,20191127,19.93,77.27,0.0,2.28,16.79
Pune,20191128,20.78,79.39,0.0,2.07,17.14
Pune,20191129,21.53,80.01,0.0,1.7,15.59
Pune,20191130,21.91,80.19,0.0,2.08,15.06
Pune,20191201,22.15,84.12,0.0,2.02,15.12
Pune,20191202,21.64,83.17,0.04,2.64,16.34
Pune,20191203,21.3,86.56,0.03,2.58,13.82
Pune,20191204,21.47,87.66,0.07,2.58,11.93
Pune,20191205,21.46,87.31,0.02,2.33,10.13
Pune,20191206,20.17,80.87,0.0,2.54,14.74
Pune,20191207,19.94,80.68,0.0,2.54,15.04
Pune,20191208,20.46,78.71,0.0,1.87,14.52
Pune,20191209,21.49,81.63,0.0,1.75,15.67
Pune,20191210,21.6,78.66,0.0,1.56,15.6
Pune,20191211,21.72,74.19,0.0,0.88,16.2
Pune,20191212,20.7,82.14,0.0,1.29,15.01
Pune,20191213,19.74,78.71,0.0,0.99,16.17
Pune,20191214,19.91,79.91,0.0,1.35,16.65
Pune,20191215,20.74,78.46,0.0,1.21,15.38
Pune,20191216,20.96,82.01,0.0,1.57,15.81
Pune,20191217,20.22,81.46,0.0,2.64,16.4
Pune,20191218,19.79,81.43,0.0,2.63,16.5
Pune,20191219,19.87,77.6,0.0,2.15,16.07
Pune,20191220,20.62,73.02,0.0,1.62,14.08
Pune,20191221,19.89,75.69,0.0,1.83,13.09
Pune,20191222,20.35,80.98,0.0,2.57,10.18
Pune,20191223,21.78,78.12,0.0,1.77,13.51
Pune,20191224,21.57,82.58,0.0,1.71,12.48
Pune,20191225,21.81,85.54,0.11,1.17,10.77
Pune,20191226,21.34,85.76,0.13,1.06,13.41
Pune,20191227,20.61,82.08,0.0,1.67,15.25
Pune,20191228,19.53,78.07,0.0,2.71,13.86
Pune,20191229,19.94,82.77,0.0,2.21,12.62
Pune,20191230,19.75,86.31,0.0,1.7,15.19
Pune,20191231,17.9,80.97,0.0,1.22,17.74
Pune,20200101,17.41,76.18,0.0,1.49,18.57
Pune,20200102,18.07,77.99,0.0,1.3,17.48
Pune,20200103,17.3,80.61,0.0,1.17,17.47
Pune,20200104,16.71,75.26,0.0,1.26,15.94
Pune,20200105,17.09,79.12,0.0,3.27,16.64
Pune,20200106,18.91,76.77,0.0,3.2,16.29
Pune,20200107,20.29,83.01,0.0,2.22,14.29
Pune,20200108,19.62,88.48,0.0,1.7,15.3
Pune,20200109,17.67,79.48,0.0,1.44,17.26
Pune,20200110,18.46,79.38,0.0,3.09,15.3
Pune,20200111,18.88,74.8,0.0,2.92,14.86
Pune,20200112,19.33,65.31,0.0,1.83,15.74
Pune,20200113,19.26,74.37,0.0,1.24,14.21
Pune,20200114,18.93,82.97,0.0,1.2,17.32
Pune,20200115,17.62,82.48,0.0,1.82,17.58
Pune,20200116,15.51,77.7,0.0,1.72,19.27
Pune,20200117,14.9,61.93,0.0,1.16,19.79
Pune,20200118,17.57,67.89,0.0,1.82,19.16
Pune,20200119,18.97,70.25,0.0,1.43,17.77
Pune,20200120,19.89,72.66,0.0,1.67,17.32
Pune,20200121,20.94,70.85,0.0,1.21,17.13
Pune,20200122,21.01,68.41,0.0,1.76,17.99
Pune,20200123,20.94,64.63,0.0,2.07,19.09
Pune,20200124,20.86,65.1,0.0,2.1,19.25
Pune,20200125,21.69,63.27,0.0,1.66,18.78
Pune,20200126,21.55,65.53,0.0,1.43,18.58
Pune,20200127,20.56,70.07,0.0,1.83,18.6
Pune,20200128,17.96,84.12,0.0,2.19,17.17
Pune,20200129,17.18,78.82,0.0,1.89,18.62
Pune,20200130,16.41,63.08,0.0,1.43,21.53
Pune,20200131,17.22,60.88,0.0,1.61,20.91
Pune,20200201,17.76,60.44,0.0,1.59,20.27
Pune,20200202,18.93,69.05,0.0,2.67,20.04
Pune,20200203,19.61,77.08,0.0,1.48,18.34
Pune,20200204,19.43,74.87,0.0,1.57,18.73
Pune,20200205,19.16,60.61,0.0,1.84,18.0
Pune,20200206,18.78,59.68,0.0,1.6,20.35
Pune,20200207,17.53,54.63,0.0,1.5,21.63
Pune,20200208,18.14,69.76,0.0,2.11,17.69
Pune,20200209,20.03,70.94,0.0,3.32,17.62
Pune,20200210,21.45,69.63,0.0,2.9,18.16
Pune,20200211,22.02,70.75,0.0,2.68,16.45
Pune,20200212,22.64,65.44,0.0,2.45,13.51
Pune,20200213,22.14,59.54,0.0,2.35,15.37
Pune,20200214,21.64,58.76,0.0,1.38,19.99
Pune,20200215,21.61,55.31,0.0,1.43,20.6
Pune,20200216,23.04,51.55,0.0,1.81,20.64
Pune,20200217,23.26,49.43,0.0,2.18,20.49
Pune,20200218,23.11,49.35,0.0,2.14,20.83
Pune,20200219,23.55,54.3,0.0,1.01,21.05
Pune,20200220,23.32,54.83,0.0,1.46,20.59
Pune,20200221,23.02,55.94,0.0,1.47,19.12
Pune,20200222,23.78,52.98,0.0,1.54,20.8
Pune,20200223,24.18,49.28,0.0,1.43,22.0
Pune,20200224,23.72,45.37,0.0,1.78,22.25
Pune,20200225,22.54,41.49,0.0,2.09,22.32
Pune,20200226,22.38,36.52,0.0,2.72,23.18
Pune,20200227,22.72,35.66,0.0,2.15,22.36
Pune,20200228,23.21,41.12,0.0,2.01,22.43
Pune,20200229,23.59,46.64,0.0,1.87,20.88
Pune,20200301,23.99,51.98,0.38,1.21,20.87
Pune,20200302,23.39,52.44,0.0,1.94,22.62
Pune,20200303,21.89,58.74,0.0,2.32,23.97
Pune,20200304,20.76,68.07,0.0,2.15,24.26
Pune,20200305,20.99,66.38,0.0,1.97,23.76
Pune,20200306,20.6,72.19,0.0,2.71,23.0
Pune,20200307,20.62,66.13,0.0,2.13,24.72
Pune,20200308,21.9,58.82,0.0,2.25,24.31
Pune,20200309,21.99,63.27,0.0,2.2,24.31
Pune,20200310,21.84,70.72,0.0,2.65,22.18
Pune,20200311,21.2,67.48,0.0,2.86,25.75
Pune,20200312,20.33,69.88,0.0,2.18,23.85
Pune,20200313,20.06,60.89,0.0,2.08,25.64
Pune,20200314,21.56,34.15,0.0,1.89,26.51
Pune,20200315,24.3,32.97,0.0,2.3,25.16
Pune,20200316,26.51,38.3,0.11,2.48,23.25
Pune,20200317,27.94,38.02,0.0,1.82,22.32
Pune,20200318,27.39,37.9,0.0,2.22,22.68
Pune,20200319,25.18,39.14,0.0,2.4,25.85
Pune,20200320,23.76,49.33,0.0,2.71,26.23
Pune,20200321,23.95,52.85,0.0,2.28,25.96
Pune,20200322,25.47,47.75,0.0,1.87,25.42
Pune,20200323,26.99,44.27,0.0,1.78,24.96
Pune,20200324,28.17,43.41,0.43,2.07,23.01
Pune,20200325,27.6,51.72,2.99,1.29,19.79
Pune,20200326,26.43,61.71,2.38,1.86,22.24
Pune,20200327,27.3,57.43,0.36,1.71,21.11
Pune,20200328,27.47,48.66,1.09,1.77,20.64
Pune,20200329,28.65,45.3,1.04,2.11,23.2
Pune,20200330,28.7,44.03,0.2,1.55,23.34
Pune,20200331,28.04,41.7,0.09,1.69,23.94
Pune,20200401,28.38,37.46,0.0,1.99,24.42
Pune,20200402,28.58,33.91,0.0,2.42,25.49
Pune,20200403,29.16,35.17,0.0,2.27,25.26
Pune,20200404,28.74,39.12,0.01,2.28,25.31
Pune,20200405,28.66,41.94,0.09,2.13,24.97
Pune,20200406,27.16,51.3,0.07,2.23,26.21
Pune,20200407,26.64,47.3,0.0,2.5,25.23
Pune,20200408,25.39,46.11,0.0,2.52,27.62
Pune,20200409,26.27,51.15,0.0,2.09,27.1
Pune,20200410,28.48,42.53,0.0,1.89,24.95
Pune,20200411,30.33,39.56,0.01,1.81,23.28
Pune,20200412,30.82,35.09,0.63,1.47,24.18
Pune,20200413,30.82,34.38,0.1,1.48,24.16
Pune,20200414,30.94,33.02,0.32,1.68,24.81
Pune,20200415,31.72,32.77,0.11,1.5,24.53
Pune,20200416,30.78,42.39,0.07,2.11,24.69
Pune,20200417,30.41,44.29,0.02,2.02,25.13
Pune,20200418,30.91,42.24,0.05,2.28,24.85
Pune,20200419,31.26,41.05,1.49,1.94,24.2
Pune,20200420,31.59,34.04,0.02,1.52,26.07
Pune,20200421,29.95,30.36,0.0,2.71,25.87
Pune,20200422,29.52,41.93,0.0,2.37,27.54
Pune,20200423,29.37,48.29,0.0,2.85,26.96
Pune,20200424,28.95,51.97,0.0,2.98,27.43
Pune,20200425,27.91,52.99,0.0,3.33,27.86
Pune,20200426,28.3,46.93,0.0,2.69,28.53
Pune,20200427,28.82,56.05,0.0,2.7,27.6
Pune,20200428,30.91,47.24,0.01,2.53,24.94
Pune,20200429,30.86,47.66,0.22,1.98,23.16
Pune,20200430,30.22,51.64,0.88,2.56,24.09
Pune,20200501,29.78,56.01,1.27,3.01,24.2
Pune,20200502,29.77,57.53,5.2,2.89,26.14
Pune,20200503,30.06,52.27,0.04,3.29,27.02
Pune,20200504,29.53,48.36,0.01,2.87,27.92
Pune,20200505,29.72,55.07,0.02,3.32,28.18
Pune,20200506,30.86,47.9,0.05,2.87,27.41
Pune,20200507,31.05,40.52,0.0,2.9,28.0
Pune,20200508,30.05,48.32,0.0,2.69,27.94
Pune,20200509,30.7,47.22,0.0,2.39,27.83
Pune,20200510,30.81,48.15,1.22,1.61,24.98
Pune,20200511,30.59,46.66,5.17,2.23,25.22
Pune,20200512,29.81,43.71,0.08,2.29,27.7
Pune,20200513,30.2,50.64,0.77,2.6,26.11
